enstID	enstVersion	genovo_LOEUF_corrected	ensembl_transcript_id	Approved_Symbol	HGNC_ID	entrezgene_id	description	is_canon
ENST00000379677	2	1.685524966	ENST00000379677	LINC01460	HGNC:50858	100129995.0	long intergenic non-protein coding RNA 1460 [Source:HGNC Symbol;Acc:HGNC:50858]	True
ENST00000404031	1	2.809478699	ENST00000404031	FAM240C	HGNC:54200	285095.0	family with sequence similarity 240 member C [Source:HGNC Symbol;Acc:HGNC:54200]	True
ENST00000366713	1	3.883128557	ENST00000366713	IBA57-DT	HGNC:32062	574432.0	IBA57 divergent transcript [Source:HGNC Symbol;Acc:HGNC:32062]	True
ENST00000378120	5	0.953492946	ENST00000378120	BLACE	HGNC:20484	338436.0	B cell acute lymphoblastic leukemia expressed [Source:HGNC Symbol;Acc:HGNC:20484]	True
ENST00000368744	3	2.762573907	ENST00000368744	PRR9	HGNC:32057	574414.0	proline rich 9 [Source:HGNC Symbol;Acc:HGNC:32057]	True
ENST00000378850	4	1.183597054	ENST00000378850	CFAP96	HGNC:34346	441054.0	cilia and flagella associated protein 96 [Source:HGNC Symbol;Acc:HGNC:34346]	True
ENST00000366795	3	1.023719395	ENST00000366795	DACT2	HGNC:21231	168002.0	dishevelled binding antagonist of beta catenin 2 [Source:HGNC Symbol;Acc:HGNC:21231]	True
ENST00000329493	5	5.209136942	ENST00000329493	TEKTIP1	HGNC:34496	100128569.0	tektin bundle interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:34496]	True
ENST00000274400	5	0.236316106	ENST00000274400	GTF2H2	HGNC:4656	2966.0	general transcription factor IIH subunit 2 [Source:HGNC Symbol;Acc:HGNC:4656]	True
ENST00000581579	1	1.524254724	ENST00000581579	C1QTNF1-AS1	HGNC:44351		C1QTNF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44351]	True
ENST00000381489	5	1.377741704	ENST00000381489	DIP2C-AS1	HGNC:30724	414235.0	DIP2C antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:30724]	True
ENST00000477703	1	1.733535122	ENST00000477703	UQCC5	HGNC:37257	440957.0	ubiquinol-cytochrome c reductase complex assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:37257]	True
ENST00000377495	1	0.163560307	ENST00000377495	TMEM236	HGNC:23473	653567.0	transmembrane protein 236 [Source:HGNC Symbol;Acc:HGNC:23473]	True
ENST00000332715	5	1.501475654	ENST00000332715	URAD	HGNC:17785	646625.0	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase [Source:HGNC Symbol;Acc:HGNC:17785]	True
ENST00000322630	2	1.180879879	ENST00000322630	CEP295NL	HGNC:44659	100653515.0	CEP295 N-terminal like [Source:HGNC Symbol;Acc:HGNC:44659]	True
ENST00000401694	1	3.459268486	ENST00000401694	RBM33-DT	HGNC:56024	100506302.0	RBM33 divergent transcript [Source:HGNC Symbol;Acc:HGNC:56024]	True
ENST00000400419	1	1.399456155	ENST00000400419	SMIM2	HGNC:28776	79024.0	small integral membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:28776]	True
ENST00000427980	2	0.166815548	ENST00000427980	ATXN1L	HGNC:33279	342371.0	ataxin 1 like [Source:HGNC Symbol;Acc:HGNC:33279]	True
ENST00000289815	8	1.532209403	ENST00000289815	VWA5B1	HGNC:26538	127731.0	von Willebrand factor A domain containing 5B1 [Source:HGNC Symbol;Acc:HGNC:26538]	True
ENST00000331342	2	0.0	ENST00000331342	SNORC	HGNC:33763	389084.0	secondary ossification center associated regulator of chondrocyte maturation [Source:HGNC Symbol;Acc:HGNC:33763]	True
ENST00000446160	1	0.888233096	ENST00000446160	ANKUB1	HGNC:29642	389161.0	ankyrin repeat and ubiquitin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29642]	True
ENST00000542817	1	0.638328102	ENST00000542817	NPIPB3	HGNC:28989	23117.0	nuclear pore complex interacting protein family member B3 [Source:HGNC Symbol;Acc:HGNC:28989]	True
ENST00000337080	3	0.389020453	ENST00000337080	ZNF444	HGNC:16052	55311.0	zinc finger protein 444 [Source:HGNC Symbol;Acc:HGNC:16052]	True
ENST00000506197	2	0.0	ENST00000506197	SMIM20	HGNC:37260	389203.0	small integral membrane protein 20 [Source:HGNC Symbol;Acc:HGNC:37260]	True
ENST00000416247	2	1.725646158	ENST00000416247	SMIM13	HGNC:27356	221710.0	small integral membrane protein 13 [Source:HGNC Symbol;Acc:HGNC:27356]	True
ENST00000303212	2	0.411359583	ENST00000303212	NRTN	HGNC:8007	4902.0	neurturin [Source:HGNC Symbol;Acc:HGNC:8007]	True
ENST00000381365	3	2.508783944	ENST00000381365	C17orf107	HGNC:37238	100130311.0	chromosome 17 open reading frame 107 [Source:HGNC Symbol;Acc:HGNC:37238]	True
ENST00000343959	4	2.670456505	ENST00000343959	FAM25A	HGNC:23436	643161.0	family with sequence similarity 25 member A [Source:HGNC Symbol;Acc:HGNC:23436]	True
ENST00000406213	1	2.245629372	ENST00000406213	MIF-AS1	HGNC:27669		MIF antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27669]	True
ENST00000443585	1	0.751506792	ENST00000443585	C12orf75	HGNC:35164	387882.0	chromosome 12 open reading frame 75 [Source:HGNC Symbol;Acc:HGNC:35164]	True
ENST00000462790	3	1.209322823	ENST00000462790	BORCS8	HGNC:37247	729991.0	BLOC-1 related complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:37247]	True
ENST00000424749	2	1.502910894	ENST00000424749	FAM47E	HGNC:34343	100129583.0	family with sequence similarity 47 member E [Source:HGNC Symbol;Acc:HGNC:34343]	True
ENST00000340363	5	1.115520916	ENST00000340363	C17orf99	HGNC:34490	100141515.0	chromosome 17 open reading frame 99 [Source:HGNC Symbol;Acc:HGNC:34490]	True
ENST00000266508	9	0.0	ENST00000266508	AEBP2	HGNC:24051	121536.0	AE binding protein 2 [Source:HGNC Symbol;Acc:HGNC:24051]	True
ENST00000409150	3	1.480426047	ENST00000409150	NEMP2	HGNC:33700	100131211.0	nuclear envelope integral membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:33700]	True
ENST00000451980	2	2.249829003	ENST00000451980	LINC01548	HGNC:1296		long intergenic non-protein coding RNA 1548 [Source:HGNC Symbol;Acc:HGNC:1296]	True
ENST00000265018	3	1.114996534	ENST00000265018	FAM184B	HGNC:29235	27146.0	family with sequence similarity 184 member B [Source:HGNC Symbol;Acc:HGNC:29235]	True
ENST00000434937	2	1.223566361	ENST00000434937	RFPL4A	HGNC:16449	342931.0	ret finger protein like 4A [Source:HGNC Symbol;Acc:HGNC:16449]	True
ENST00000388923	4	1.974417784	ENST00000388923	C6orf163	HGNC:21403	206412.0	chromosome 6 open reading frame 163 [Source:HGNC Symbol;Acc:HGNC:21403]	True
ENST00000423855	2	0.544033915	ENST00000423855	RNPC3	HGNC:18666	55599.0	RNA binding region (RNP1, RRM) containing 3 [Source:HGNC Symbol;Acc:HGNC:18666]	True
ENST00000242109	3	2.056990584	ENST00000242109	KIAA0087	HGNC:22191	9808.0	KIAA0087 lncRNA [Source:HGNC Symbol;Acc:HGNC:22191]	True
ENST00000343505	5	0.413091666	ENST00000343505	NHSL1	HGNC:21021	57224.0	NHS like 1 [Source:HGNC Symbol;Acc:HGNC:21021]	True
ENST00000250916	4	0.557478844	ENST00000250916	KLF16	HGNC:16857	83855.0	KLF transcription factor 16 [Source:HGNC Symbol;Acc:HGNC:16857]	True
ENST00000397944	3	0.905804398	ENST00000397944	ADGB	HGNC:21212	79747.0	androglobin [Source:HGNC Symbol;Acc:HGNC:21212]	True
ENST00000400633	1	2.88551926	ENST00000400633	C20orf202	HGNC:37254	400831.0	chromosome 20 open reading frame 202 [Source:HGNC Symbol;Acc:HGNC:37254]	True
ENST00000378788	3	0.540027779	ENST00000378788	SPATA31F1	HGNC:41911	259308.0	SPATA31 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:41911]	True
ENST00000433428	2	1.089662674	ENST00000433428	SPATA3	HGNC:17884	130560.0	spermatogenesis associated 3 [Source:HGNC Symbol;Acc:HGNC:17884]	True
ENST00000533490	2	0.464407343	ENST00000533490	ZAR1L	HGNC:37116	646799.0	zygote arrest 1 like [Source:HGNC Symbol;Acc:HGNC:37116]	True
ENST00000535358	1	1.353462925	ENST00000535358	ARMH1	HGNC:34345	339541.0	armadillo like helical domain containing 1 [Source:HGNC Symbol;Acc:HGNC:34345]	True
ENST00000433154	1	0.666407677	ENST00000433154	TERB1	HGNC:26675	283847.0	telomere repeat binding bouquet formation protein 1 [Source:HGNC Symbol;Acc:HGNC:26675]	True
ENST00000369519	3	0.356650218	ENST00000369519	RBM20	HGNC:27424	282996.0	RNA binding motif protein 20 [Source:HGNC Symbol;Acc:HGNC:27424]	True
ENST00000334994	5	1.959711344	ENST00000334994	LRRC70	HGNC:35155	100130733.0	leucine rich repeat containing 70 [Source:HGNC Symbol;Acc:HGNC:35155]	True
ENST00000515604	1	1.651471439	ENST00000515604	FAM47E-STBD1	HGNC:44667	100631383.0	FAM47E-STBD1 readthrough [Source:HGNC Symbol;Acc:HGNC:44667]	True
ENST00000309765	4	0.399548561	ENST00000309765	TOPAZ1	HGNC:24746	375337.0	testis and ovary specific TOPAZ 1 [Source:HGNC Symbol;Acc:HGNC:24746]	True
ENST00000375215	3	1.816059095	ENST00000375215	SMIM5	HGNC:40030	643008.0	small integral membrane protein 5 [Source:HGNC Symbol;Acc:HGNC:40030]	True
ENST00000331569	4	0.25969583	ENST00000331569	ZNF703	HGNC:25883	80139.0	zinc finger protein 703 [Source:HGNC Symbol;Acc:HGNC:25883]	True
ENST00000450269	1	1.250815735	ENST00000450269	BTBD19	HGNC:27145	149478.0	BTB domain containing 19 [Source:HGNC Symbol;Acc:HGNC:27145]	True
ENST00000417307	2	3.009800627	ENST00000417307	CTXN2	HGNC:31109	399697.0	cortexin 2 [Source:HGNC Symbol;Acc:HGNC:31109]	True
ENST00000367119	1	1.47811952	ENST00000367119	IKBKE-AS1	HGNC:32061	574431.0	IKBKE antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32061]	True
ENST00000457514	2	3.115773459	ENST00000457514	PATE4	HGNC:35427	399968.0	prostate and testis expressed 4 [Source:HGNC Symbol;Acc:HGNC:35427]	True
ENST00000444310	4	1.361348641	ENST00000444310	C16orf96	HGNC:40031	342346.0	chromosome 16 open reading frame 96 [Source:HGNC Symbol;Acc:HGNC:40031]	True
ENST00000327939	4	1.111173192	ENST00000327939	ZAR1	HGNC:20436	326340.0	zygote arrest 1 [Source:HGNC Symbol;Acc:HGNC:20436]	True
ENST00000535986	1	1.544805425	ENST00000535986	SMCO2	HGNC:34448	341346.0	single-pass membrane protein with coiled-coil domains 2 [Source:HGNC Symbol;Acc:HGNC:34448]	True
ENST00000507606	1	1.36569683	ENST00000507606	STMP1	HGNC:41909	647087.0	short transmembrane mitochondrial protein 1 [Source:HGNC Symbol;Acc:HGNC:41909]	True
ENST00000409999	3	1.935609539	ENST00000409999	C5orf52	HGNC:35121	100190949.0	chromosome 5 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:35121]	True
ENST00000421388	2	0.337615838	ENST00000421388	ANKRD34C	HGNC:33888	390616.0	ankyrin repeat domain 34C [Source:HGNC Symbol;Acc:HGNC:33888]	True
ENST00000264824	4	0.129540749	ENST00000264824	LYL1	HGNC:6734	4066.0	LYL1 basic helix-loop-helix family member [Source:HGNC Symbol;Acc:HGNC:6734]	True
ENST00000522154	1	2.779171942	ENST00000522154	IRGM	HGNC:29597	345611.0	immunity related GTPase M [Source:HGNC Symbol;Acc:HGNC:29597]	True
ENST00000398290	3	1.315966748	ENST00000398290	TRIM77	HGNC:34228	390231.0	tripartite motif containing 77 [Source:HGNC Symbol;Acc:HGNC:34228]	True
ENST00000298815	8	0.160585715	ENST00000298815	ARHGAP42	HGNC:26545	143872.0	Rho GTPase activating protein 42 [Source:HGNC Symbol;Acc:HGNC:26545]	True
ENST00000378090	4	3.846970657	ENST00000378090	UQCC6	HGNC:34450	728568.0	ubiquinol-cytochrome c reductase complex assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:34450]	True
ENST00000317019	2	1.819151857	ENST00000317019	LINC02873	HGNC:26805	283171.0	long intergenic non-protein coding RNA 2873 [Source:HGNC Symbol;Acc:HGNC:26805]	True
ENST00000422652	1	0.256474691	ENST00000422652	BTBD18	HGNC:37214	643376.0	BTB domain containing 18 [Source:HGNC Symbol;Acc:HGNC:37214]	True
ENST00000426426	1	0.702923493	ENST00000426426	TMEM233	HGNC:37219	387890.0	transmembrane protein 233 [Source:HGNC Symbol;Acc:HGNC:37219]	True
ENST00000382751	3	0.836057362	ENST00000382751	URB1	HGNC:17344	9875.0	URB1 ribosome biogenesis homolog [Source:HGNC Symbol;Acc:HGNC:17344]	True
ENST00000413761	2	0.843268439	ENST00000413761	ZBED5	HGNC:30803	58486.0	zinc finger BED-type containing 5 [Source:HGNC Symbol;Acc:HGNC:30803]	True
ENST00000341750	4	0.665143764	ENST00000341750	RFPL4AL1	HGNC:45147	729974.0	ret finger protein like 4A like 1 [Source:HGNC Symbol;Acc:HGNC:45147]	True
ENST00000432826	1	2.014860303	ENST00000432826	TARM1	HGNC:37250	441864.0	T cell-interacting, activating receptor on myeloid cells 1 [Source:HGNC Symbol;Acc:HGNC:37250]	True
ENST00000447313	2	1.437693719	ENST00000447313	WDR87	HGNC:29934	83889.0	WD repeat domain 87 [Source:HGNC Symbol;Acc:HGNC:29934]	True
ENST00000445202	1	3.158386113	ENST00000445202	PATE3	HGNC:35426	100169851.0	prostate and testis expressed 3 [Source:HGNC Symbol;Acc:HGNC:35426]	True
ENST00000397906	2	0.1776225	ENST00000397906	TTC28	HGNC:29179	23331.0	tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]	True
ENST00000456793	1	3.473085502	ENST00000456793	OST4	HGNC:32483	100128731.0	oligosaccharyltransferase complex subunit 4, non-catalytic [Source:HGNC Symbol;Acc:HGNC:32483]	True
ENST00000434239	3	1.325012537	ENST00000434239	AKAIN1	HGNC:28285	642597.0	A-kinase anchor inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28285]	True
ENST00000556585	2	1.82626419	ENST00000556585	TMEM253	HGNC:32545	643382.0	transmembrane protein 253 [Source:HGNC Symbol;Acc:HGNC:32545]	True
ENST00000449302	3	0.916661134	ENST00000449302	CFAP97D1	HGNC:37241	284067.0	CFAP97 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:37241]	True
ENST00000265806	6	2.161053553	ENST00000265806	R3HCC1	HGNC:27329	203069.0	R3H domain and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:27329]	True
ENST00000579469	1	3.263729691	ENST00000579469	SMIM6	HGNC:40032	100130933.0	small integral membrane protein 6 [Source:HGNC Symbol;Acc:HGNC:40032]	True
ENST00000215531	4	2.091847698	ENST00000215531	SMIM24	HGNC:37244	284422.0	small integral membrane protein 24 [Source:HGNC Symbol;Acc:HGNC:37244]	True
ENST00000374268	3	0.48915975	ENST00000374268	FAM110D	HGNC:25860	79927.0	family with sequence similarity 110 member D [Source:HGNC Symbol;Acc:HGNC:25860]	True
ENST00000297001	6	1.201870954	ENST00000297001	SPMIP7	HGNC:22564	100130988.0	sperm microtubule inner protein 7 [Source:HGNC Symbol;Acc:HGNC:22564]	True
ENST00000322564	7	0.771234617	ENST00000322564	PLEKHD1	HGNC:20148	400224.0	pleckstrin homology and coiled-coil domain containing D1 [Source:HGNC Symbol;Acc:HGNC:20148]	True
ENST00000237275	6	1.960825665	ENST00000237275	ZC2HC1B	HGNC:21174	153918.0	zinc finger C2HC-type containing 1B [Source:HGNC Symbol;Acc:HGNC:21174]	True
ENST00000368821	3	1.558169098	ENST00000368821	TEX36	HGNC:31653	387718.0	testis expressed 36 [Source:HGNC Symbol;Acc:HGNC:31653]	True
ENST00000436302	2	1.34285888	ENST00000436302	AGBL3	HGNC:27981	340351.0	AGBL carboxypeptidase 3 [Source:HGNC Symbol;Acc:HGNC:27981]	True
ENST00000368602	3	1.573553612	ENST00000368602	TRAPPC3L	HGNC:21090	100128327.0	trafficking protein particle complex subunit 3L [Source:HGNC Symbol;Acc:HGNC:21090]	True
ENST00000432605	1	2.094532259	ENST00000432605	C2orf74	HGNC:34439	339804.0	chromosome 2 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:34439]	True
ENST00000435205	1	0.886328587	ENST00000435205	FHIP1A	HGNC:34237	729830.0	FHF complex subunit HOOK interacting protein 1A [Source:HGNC Symbol;Acc:HGNC:34237]	True
ENST00000373345	4	1.208540038	ENST00000373345	ARHGAP40	HGNC:16226	343578.0	Rho GTPase activating protein 40 [Source:HGNC Symbol;Acc:HGNC:16226]	True
ENST00000311787	5	1.576353276	ENST00000311787	FAM170B	HGNC:19736	170370.0	family with sequence similarity 170 member B [Source:HGNC Symbol;Acc:HGNC:19736]	True
ENST00000381153	3	1.47514728	ENST00000381153	C11orf21	HGNC:13231	29125.0	chromosome 11 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:13231]	True
ENST00000424526	1	0.101164993	ENST00000424526	GREB1L	HGNC:31042	80000.0	GREB1 like retinoic acid receptor coactivator [Source:HGNC Symbol;Acc:HGNC:31042]	True
ENST00000406915	3	0.855295664	ENST00000406915	SYCE3	HGNC:35245	644186.0	synaptonemal complex central element protein 3 [Source:HGNC Symbol;Acc:HGNC:35245]	True
ENST00000358775	1	1.472565477	ENST00000358775	LINC02991	HGNC:33810	401040.0	long intergenic non-protein coding RNA 2991 [Source:HGNC Symbol;Acc:HGNC:33810]	True
ENST00000328085	6	0.948413509	ENST00000328085	NPIPA1	HGNC:7909	9284.0	nuclear pore complex interacting protein family member A1 [Source:HGNC Symbol;Acc:HGNC:7909]	True
ENST00000235347	4	1.480260991	ENST00000235347	PRAMEF10	HGNC:27997	343071.0	PRAME family member 10 [Source:HGNC Symbol;Acc:HGNC:27997]	True
ENST00000537226	1	2.085553151	ENST00000537226	ZNF891	HGNC:38709	101060200.0	zinc finger protein 891 [Source:HGNC Symbol;Acc:HGNC:38709]	True
ENST00000423014	2	1.056024363	ENST00000423014	TSTD1	HGNC:35410	100131187.0	thiosulfate sulfurtransferase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:35410]	True
ENST00000430121	2	1.649799111	ENST00000430121	GASK1A	HGNC:24485	729085.0	golgi associated kinase 1A [Source:HGNC Symbol;Acc:HGNC:24485]	True
ENST00000275358	3	1.520094839	ENST00000275358	VWDE	HGNC:21897	221806.0	von Willebrand factor D and EGF domains [Source:HGNC Symbol;Acc:HGNC:21897]	True
ENST00000409974	3	1.690168635	ENST00000409974	LINC02860	HGNC:22364	285941.0	long intergenic non-protein coding RNA 2860 [Source:HGNC Symbol;Acc:HGNC:22364]	True
ENST00000327442	6	1.811957411	ENST00000327442	KPNA7	HGNC:21839	402569.0	karyopherin subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:21839]	True
ENST00000391916	2	0.144951362	ENST00000391916	DACT3	HGNC:30745	147906.0	dishevelled binding antagonist of beta catenin 3 [Source:HGNC Symbol;Acc:HGNC:30745]	True
ENST00000239859	7	1.35863123	ENST00000239859	CCDC169	HGNC:34361	728591.0	coiled-coil domain containing 169 [Source:HGNC Symbol;Acc:HGNC:34361]	True
ENST00000403714	3	0.436621042	ENST00000403714	EFR3B	HGNC:29155	22979.0	EFR3 homolog B [Source:HGNC Symbol;Acc:HGNC:29155]	True
ENST00000299736	4	0.840946327	ENST00000299736	CENPV	HGNC:29920	201161.0	centromere protein V [Source:HGNC Symbol;Acc:HGNC:29920]	True
ENST00000397820	4	0.983098219	ENST00000397820	C19orf38	HGNC:34073	255809.0	chromosome 19 open reading frame 38 [Source:HGNC Symbol;Acc:HGNC:34073]	True
ENST00000320542	3	1.630337162	ENST00000320542	MBOAT4	HGNC:32311	619373.0	membrane bound O-acyltransferase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:32311]	True
ENST00000325212	6	0.812547643	ENST00000325212	CEP295	HGNC:29366	85459.0	centrosomal protein 295 [Source:HGNC Symbol;Acc:HGNC:29366]	True
ENST00000259983	3	1.850391245	ENST00000259983	C6orf52	HGNC:20881	347744.0	chromosome 6 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:20881]	True
ENST00000431011	2	2.195169832	ENST00000431011	LCE6A	HGNC:31824	448835.0	late cornified envelope 6A [Source:HGNC Symbol;Acc:HGNC:31824]	True
ENST00000325239	5	0.322112973	ENST00000325239	WDFY4	HGNC:29323	57705.0	WDFY family member 4 [Source:HGNC Symbol;Acc:HGNC:29323]	True
ENST00000409977	1	2.969479339	ENST00000409977	VSTM5	HGNC:34443	387804.0	V-set and transmembrane domain containing 5 [Source:HGNC Symbol;Acc:HGNC:34443]	True
ENST00000439373	2	0.979026171	ENST00000439373	NTMT2	HGNC:31932	149281.0	N-terminal Xaa-Pro-Lys N-methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:31932]	True
ENST00000344839	3	1.882838354	ENST00000344839	BSPH1	HGNC:33906	100131137.0	binder of sperm protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:33906]	True
ENST00000402297	1	4.354927813	ENST00000402297	CEBPZOS	HGNC:49288	100505876.0	CEBPZ opposite strand [Source:HGNC Symbol;Acc:HGNC:49288]	True
ENST00000403897	3	1.491712025	ENST00000403897	CAPN14	HGNC:16664	440854.0	calpain 14 [Source:HGNC Symbol;Acc:HGNC:16664]	True
ENST00000356458	6	0.570093317	ENST00000356458	EML6	HGNC:35412	400954.0	EMAP like 6 [Source:HGNC Symbol;Acc:HGNC:35412]	True
ENST00000455827	1	1.957457948	ENST00000455827	CLEC2A	HGNC:24191	387836.0	C-type lectin domain family 2 member A [Source:HGNC Symbol;Acc:HGNC:24191]	True
ENST00000444723	1	1.390696124	ENST00000444723	C20orf173	HGNC:16166	140873.0	chromosome 20 open reading frame 173 [Source:HGNC Symbol;Acc:HGNC:16166]	True
ENST00000437590	2	2.772982166	ENST00000437590	ZNF487	HGNC:23488	642819.0	zinc finger protein 487 [Source:HGNC Symbol;Acc:HGNC:23488]	True
ENST00000371528	1	1.093141503	ENST00000371528	ZYG11A	HGNC:32058	440590.0	zyg-11 family member A, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:32058]	True
ENST00000502717	1	0.189943761	ENST00000502717	HMGXB3	HGNC:28982	22993.0	HMG-box containing 3 [Source:HGNC Symbol;Acc:HGNC:28982]	True
ENST00000535113	1	1.761536804	ENST00000535113	FAM227A	HGNC:44197	646851.0	family with sequence similarity 227 member A [Source:HGNC Symbol;Acc:HGNC:44197]	True
ENST00000414222	1	1.727253906	ENST00000414222	HHLA1	HGNC:4904	10086.0	HHLA1 neighbor of OC90 [Source:HGNC Symbol;Acc:HGNC:4904]	True
ENST00000377365	3	0.371073	ENST00000377365	INSYN2B	HGNC:37271	100131897.0	inhibitory synaptic factor family member 2B [Source:HGNC Symbol;Acc:HGNC:37271]	True
ENST00000344935	4	1.200371388	ENST00000344935	CPSF4L	HGNC:33632	642843.0	cleavage and polyadenylation specific factor 4 like [Source:HGNC Symbol;Acc:HGNC:33632]	True
ENST00000334122	4	3.103398129	ENST00000334122	TEX38	HGNC:29589	374973.0	testis expressed 38 [Source:HGNC Symbol;Acc:HGNC:29589]	True
ENST00000378115	2	0.886600145	ENST00000378115	ARHGEF35	HGNC:33846	445328.0	Rho guanine nucleotide exchange factor 35 [Source:HGNC Symbol;Acc:HGNC:33846]	True
ENST00000307198	7	1.460289335	ENST00000307198	LRTOMT	HGNC:25033	220074.0	leucine rich transmembrane and O-methyltransferase domain containing [Source:HGNC Symbol;Acc:HGNC:25033]	True
ENST00000538197	1	0.622670305	ENST00000538197	CPEB2	HGNC:21745	132864.0	cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21745]	True
ENST00000242505	6	1.592049708	ENST00000242505	FAM149B1	HGNC:29162	317662.0	family with sequence similarity 149 member B1 [Source:HGNC Symbol;Acc:HGNC:29162]	True
ENST00000217428	6	2.456754616	ENST00000217428	SPINT3	HGNC:11248	10816.0	serine peptidase inhibitor, Kunitz type 3 [Source:HGNC Symbol;Acc:HGNC:11248]	True
ENST00000397640	1	1.39380048	ENST00000397640	TEN1	HGNC:37242	100134934.0	TEN1 subunit of CST complex [Source:HGNC Symbol;Acc:HGNC:37242]	True
ENST00000309447	5	0.246199034	ENST00000309447	NWD2	HGNC:29229	57495.0	NACHT and WD repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29229]	True
ENST00000433642	2	2.009559878	ENST00000433642	BLOC1S3	HGNC:20914	388552.0	biogenesis of lysosomal organelles complex 1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:20914]	True
ENST00000371197	4	1.756187165	ENST00000371197	GLYATL3	HGNC:21349	389396.0	glycine-N-acyltransferase like 3 [Source:HGNC Symbol;Acc:HGNC:21349]	True
ENST00000269586	7	1.255067267	ENST00000269586	ARL5C	HGNC:31111	390790.0	ADP ribosylation factor like GTPase 5C [Source:HGNC Symbol;Acc:HGNC:31111]	True
ENST00000428343	1	1.48489303	ENST00000428343	RFX8	HGNC:37253	731220.0	regulatory factor X8 [Source:HGNC Symbol;Acc:HGNC:37253]	True
ENST00000338832	2	2.743093951	ENST00000338832	PLET1	HGNC:30053	349633.0	placenta expressed transcript 1 [Source:HGNC Symbol;Acc:HGNC:30053]	True
ENST00000609129	1	1.086169133	ENST00000609129	ZBTB8B	HGNC:37057	728116.0	zinc finger and BTB domain containing 8B [Source:HGNC Symbol;Acc:HGNC:37057]	True
ENST00000398881	3	1.337115744	ENST00000398881	TOMM6	HGNC:34528	100188893.0	translocase of outer mitochondrial membrane 6 [Source:HGNC Symbol;Acc:HGNC:34528]	True
ENST00000311575	5	1.696113167	ENST00000311575	FGFBP3	HGNC:23428	143282.0	fibroblast growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:23428]	True
ENST00000381273	3	2.31838791	ENST00000381273	MANSC4	HGNC:40023	100287284.0	MANSC domain containing 4 [Source:HGNC Symbol;Acc:HGNC:40023]	True
ENST00000298738	2	1.279925337	ENST00000298738	ERICH6B	HGNC:26523	220081.0	glutamate rich 6B [Source:HGNC Symbol;Acc:HGNC:26523]	True
ENST00000298231	5	0.3823101	ENST00000298231	PHOX2A	HGNC:691	401.0	paired like homeobox 2A [Source:HGNC Symbol;Acc:HGNC:691]	True
ENST00000333527	5	2.416663945	ENST00000333527	RESP18	HGNC:33762	389075.0	regulated endocrine specific protein 18 [Source:HGNC Symbol;Acc:HGNC:33762]	True
ENST00000588872	1	2.134721466	ENST00000588872	PODNL1	HGNC:26275	79883.0	podocan like 1 [Source:HGNC Symbol;Acc:HGNC:26275]	True
ENST00000442080	1	0.394807007	ENST00000442080	GMNC	HGNC:40049	647309.0	geminin coiled-coil domain containing [Source:HGNC Symbol;Acc:HGNC:40049]	True
ENST00000450845	2	1.052607444	ENST00000450845	SPATA24	HGNC:27322	202051.0	spermatogenesis associated 24 [Source:HGNC Symbol;Acc:HGNC:27322]	True
ENST00000322217	5	0.376763782	ENST00000322217	MYPOP	HGNC:20178	339344.0	Myb related transcription factor, partner of profilin [Source:HGNC Symbol;Acc:HGNC:20178]	True
ENST00000318631	3	0.854426748	ENST00000318631	MAP6D1	HGNC:25753	79929.0	MAP6 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25753]	True
ENST00000405954	1	4.142334653	ENST00000405954	DUSP28	HGNC:33237	285193.0	dual specificity phosphatase 28 [Source:HGNC Symbol;Acc:HGNC:33237]	True
