HGNC_Approved_Symbol	HGNC_ID	pLI	LOEUF_gnomAD_v2.1.1	pHaplo	HIscore	Enhancer_Gnocchi	Mean_AlphaMissense_pathogenicity	Genovo_LOEUF_corrected	Curated_by_ClinGenSVI_group	Curated_from_G2P
MBD4	HGNC:6919	NA	NA	0.676750673582975	NA	2.48322767	0.293316609	1.211741204	False	True
SLC6A8	HGNC:11055	0.99778	0.213	NA	3.0	NA	0.597425091	NA	True	True
CYP46A1	HGNC:2641	0.98552	0.297	0.972926118963426	NA	4.916582595	0.478339285	0.219709212	False	False
MOCS2	HGNC:7193	0.00046138	1.386	0.0897982499162353	30.0	0.6771476171999999	0.338674213	1.347045584	True	True
PSD	HGNC:9507	0.90358	0.337	0.899521237009552	NA	2.8651188060000004	0.39312203	0.203439136	False	False
PRDM1	HGNC:9346	0.9565	0.333	0.979440991900542	NA	3.591129014	0.44142964	0.242303694	False	False
DHTKD1	HGNC:23537	2.7884e-30	1.247	0.317066104677939	NA	5.469432587999999	0.429879788	1.097923087	False	True
DOP1A	HGNC:21194	0.99993	0.252	0.74901486848119	NA	NA	0.48498512	0.291104882	False	False
CELF2	HGNC:2550	NA	NA	0.982782923553121	NA	5.525741053	NA	NA	False	True
LOXHD1	HGNC:26521	NA	NA	0.3398031763888	30.0	1.224517437	0.481980648	NA	True	False
NISCH	HGNC:18006	0.99443	0.285	0.647379992765839	NA	4.103490254	0.466775476	0.296568329	False	False
CSPP1	HGNC:26193	NA	NA	0.398161418165591	30.0	2.104480182	NA	NA	True	True
CLDN19	HGNC:2040	0.0049681	1.082	0.225819713856823	NA	2.567240339	0.558155438	0.917783468	True	False
SLC4A1	HGNC:11027	0.84602	0.349	0.735383242195316	NA	3.064085669	0.394452624	0.162484015	True	False
LRPPRC	HGNC:15714	2.3019e-10	0.53	0.50076064604128	30.0	-0.6059003817999999	0.342054189	0.58860945	True	True
MMP21	HGNC:14357	1.3213e-09	1.2	0.51276222155164	NA	3.617025741	0.340444089	1.167765647	False	True
PPFIA2	HGNC:9246	1.0	0.139	0.815142529616724	NA	-0.2062316414999999	0.590286048	0.070398352	False	False
CELSR2	HGNC:3231	0.99994	0.251	0.601330335358667	NA	1.834640389	0.471541913	0.159313975	False	False
COG3	HGNC:18619	0.99993	0.214	0.862734050766463	NA	2.16576734	0.40855393	0.213730015	False	False
SARS2	HGNC:17697	0.99925	0.213	0.646963977068398	NA	1.429632196	0.538070766	1.023542303	False	False
RPL19	HGNC:10312	0.98197	0.244	0.836787775242053	NA	NA	0.777621424	0.084218859	False	False
EXT1	HGNC:3512	0.99732	0.261	0.992383827678759	3.0	3.445894807	0.571937917	0.10331629	True	True
SNRK	HGNC:30598	0.99961	0.132	0.903667630428717	NA	3.270953984	0.526357956	0.108923421	False	False
SUCLG1	HGNC:11449	0.00048193	0.876	0.23796676684823	30.0	1.959167192	0.505751927	0.736411861	False	True
USP48	HGNC:18533	1.0	0.161	0.978775364230088	NA	2.257896445	0.559836723	0.115114298	False	False
CNTNAP1	HGNC:8011	3.445e-05	0.422	0.400988424289635	NA	3.520626463	0.531045551	0.436574806	True	True
MYO5B	HGNC:7603	3.3805e-23	0.688	0.865969349428325	30.0	1.433193182	0.450812232	0.605810683	False	True
KCNQ2	HGNC:6296	0.99998	0.158	0.950227298261458	3.0	6.288378968	0.598088729	0.088631121	True	True
TANC2	HGNC:30212	NA	NA	0.905771621915474	NA	2.82728286	0.542805702	NA	True	False
DERL2	HGNC:17943	0.9574	0.332	0.947527204509588	NA	NA	0.673562419	0.249187882	False	False
LRMDA	HGNC:23405	NA	NA	0.208646873238168	NA	NA	0.421688504	NA	False	True
SLC44A1	HGNC:18798	0.99676	0.265	0.974343479456079	NA	2.669085347	0.510812133	0.291094384	False	False
CNNM4	HGNC:105	2.9325e-07	0.941	0.409877804808127	30.0	3.588927191	0.535421022	0.724618714	False	True
STAU1	HGNC:11370	0.99976	0.168	0.865195870337731	NA	0.3745965695	0.485794473	0.131938412	False	False
RPL11	HGNC:10301	NA	NA	0.975008349896912	NA	NA	NA	NA	True	True
ASIC2	HGNC:99	0.99912	0.192	0.947277576894673	NA	-0.3477581664	0.571773123	0.160489967	False	False
LARP7	HGNC:24912	NA	NA	0.479660441758151	NA	1.665113829	NA	1.728141627	True	True
RAI1	HGNC:9834	1.0	0.116	0.947480917689006	3.0	4.878321926	0.316852496	0.128977572	False	True
EIF2S2	HGNC:3266	0.95327	0.342	0.645269874242664	NA	0.66534277	0.577514941	0.132588246	False	False
GATA4	HGNC:4173	NA	NA	0.986115422645302	3.0	4.657915041	0.442875764	0.176625944	True	True
GNPAT	HGNC:4416	0.30403	0.417	0.835409144844241	30.0	4.055993573	0.334963243	0.395210452	True	True
EIF3B	HGNC:3280	1.0	0.067	0.991225714430078	NA	0.503946033	0.617634129	0.041242153	False	False
SIPA1L3	HGNC:23801	1.0	0.2	0.900985353153269	NA	1.7691832319999998	0.419253487	0.253360095	False	False
LIMK1	HGNC:6613	0.99937	0.225	0.651849405114034	0.0	2.339492225	0.519572322	0.156024058	False	False
PCDH1	HGNC:8655	0.99838	0.243	0.958008220485303	NA	2.991130094	0.468258802	0.109748118	False	False
ACTL6A	HGNC:24124	0.99665	0.246	0.985644656992399	NA	1.519344871	0.644315714	0.070856305	False	False
SIX3	HGNC:10889	0.94714	0.323	0.980395621657112	3.0	0.9465729806	0.630226637	0.392526346	False	True
PPM1G	HGNC:9278	0.9604	0.33	0.909943131107324	NA	NA	0.50259695	0.254355054	False	False
CTSC	HGNC:2528	1.1451e-07	1.035	0.47653134328071	NA	2.694696999	0.360284331	1.111346575	True	True
GRM7	HGNC:4599	0.99896	0.244	0.902055985959284	NA	4.213926255	0.561441157	0.155090993	False	True
EDAR	HGNC:2895	1.3242e-06	0.906	0.125094711692672	NA	2.255047835	0.435902446	0.703045443	True	True
FRMPD4	HGNC:29007	NA	NA	NA	NA	NA	0.417448343	NA	False	True
CEP152	HGNC:29298	2.6574e-27	0.824	0.592173209664163	NA	1.434541347	0.251369793	0.946464298	False	True
IRF8	HGNC:5358	0.94807	0.344	0.938905984084079	NA	3.048501015	0.440827893	0.219621318	False	False
RPL15	HGNC:10306	0.97146	0.272	0.983259496689891	1.0	NA	0.834714565	0.0	False	False
ZNF142	HGNC:12927	4.8098e-16	0.792	0.33580725326531	NA	2.032745492	0.435553721	0.865995078	False	True
GGA1	HGNC:17842	0.99992	0.153	0.76768414472268	NA	0.3079711627	0.440658961	0.127346571	False	False
ZDHHC17	HGNC:18412	0.99989	0.181	0.907593309630008	NA	0.3007600516	0.651304983	0.296135219	False	False
WAS	HGNC:12731	0.99901	0.149	NA	NA	NA	0.358805425	NA	True	False
EYS	HGNC:21555	3.7216e-41	0.834	0.138681902451687	30.0	0.9592413921	0.252610241	1.139372801	True	True
RNF126	HGNC:21151	0.95379	0.338	0.800919998663147	NA	4.88034505	0.439171223	0.200278378	False	False
DGCR8	HGNC:2847	0.99973	0.211	0.79762781257835	NA	3.662537985	0.516615474	0.185511123	False	False
INTS1	HGNC:24555	7.1069e-11	0.476	0.500741583978505	NA	0.5426046724	0.471635653	0.598249527	True	False
RECQL4	HGNC:9949	NA	NA	0.146848284919444	NA	NA	NA	NA	True	True
NFE2L1	HGNC:7781	0.99759	0.251	0.896525153237164	NA	3.058745188	0.46171104	0.180822528	False	False
EIF4A1	HGNC:3282	0.99987	0.117	0.878994669040909	NA	3.604054462	0.757578728	0.0	False	False
SOX2	HGNC:11195	0.70662	0.569	0.97306456915505	3.0	4.285406486	0.566449045	NA	False	True
OTOG	HGNC:8516	NA	NA	0.560458269217557	NA	3.416426655	0.329810548	0.982450158	True	False
CSE1L	HGNC:2431	1.0	0.117	0.991058056706119	NA	1.859028461	0.578301884	0.057259625	False	False
SNAPC4	HGNC:11137	NA	NA	0.42960568595943	NA	NA	0.269136782	NA	False	True
FILIP1	HGNC:21015	2.5711e-10	0.698	0.418882066984356	NA	2.6943000460000004	0.38430853	0.602437728	False	True
COX7B	HGNC:2291	NA	NA	NA	NA	NA	NA	NA	False	True
MARVELD2	HGNC:26401	1.2584e-12	1.18	0.216013114710764	30.0	2.364944765	0.351061251	0.978801141	True	False
PEX12	HGNC:8854	9.4838e-16	1.847	0.124532182917641	NA	0.9871397821	NA	1.79390066	True	True
ACAD9	HGNC:21497	4.5256e-08	0.814	0.360344203429514	NA	1.403527965	0.38636143	0.933066736	False	True
CCDC47	HGNC:24856	6.1333e-08	0.875	0.811339060981079	NA	NA	0.551571211	0.734328347	False	True
PIAS1	HGNC:2752	0.99999	0.094	0.989868402643941	NA	5.834669702	0.504612484	0.049466636	False	False
AGO1	HGNC:3262	1.0	0.057	0.989216007654735	NA	2.673465735	0.713132956	0.046902894	False	False
MAP1A	HGNC:6835	1.0	0.192	0.711140492516195	NA	0.4225368479999999	0.33004309	0.120891062	False	False
TGIF1	HGNC:11776	NA	NA	0.976371130495112	3.0	3.458415824	0.385262642	0.092063033	False	True
YY1	HGNC:12856	0.9938	0.198	0.968868081515719	NA	2.840359075	0.616012916	0.06198173	False	False
OTOGL	HGNC:26901	NA	NA	0.0899118440837795	30.0	1.264752732	NA	0.939552882	True	True
ATF6	HGNC:791	3.2333e-07	0.698	0.234219748934578	30.0	2.839005602	0.290096227	0.576012365	True	True
SCN5A	HGNC:10593	NA	NA	0.982187776606423	3.0	5.860484511	0.530073998	0.271525269	True	False
TNNT1	HGNC:11948	7.0202e-14	1.48	0.795099601378747	30.0	1.314397036	0.557350612	1.432480791	True	False
INSR	HGNC:6091	3.6145e-05	0.453	0.911077042743976	NA	4.193892016	0.536937389	0.324443388	True	True
SMARCA5	HGNC:11101	1.0	0.074	0.993891273638654	NA	3.14718644	0.673512631	0.026191568	False	False
DLGAP1	HGNC:2905	0.99875	0.254	0.987553365222218	NA	3.520700919	0.462202178	0.106153681	False	False
RRAGC	HGNC:19902	0.97538	0.3	0.908957125733839	NA	NA	0.661185672	0.340861121	False	False
STRADA	HGNC:30172	4.4847e-06	0.796	0.496867503157115	NA	NA	0.483246679	0.707076356	False	True
MAX	HGNC:6913	0.8335	0.462	0.769316761313024	3.0	5.226521412	0.61592694	0.190751923	False	True
FBXO11	HGNC:13590	1.0	0.097	0.996969666057002	NA	0.3783808922	0.642137862	0.034299368	True	True
QDPR	HGNC:9752	0.00015254	1.056	0.599682295210233	30.0	2.152624082	0.48220819	0.68174117	False	True
TPR	HGNC:12017	1.0	0.111	0.986425062508876	NA	0.9981554936	0.350001795	0.10747509	False	False
SPTB	HGNC:11274	NA	NA	0.969894749112654	NA	4.768663472	0.359747344	NA	True	False
CFAP418	HGNC:27232	2.3711e-05	1.423	0.125836092158585	30.0	3.028439502	0.327660706	1.476754964	False	True
ATP6V1B2	HGNC:854	0.99154	0.287	0.933884134319891	NA	1.706104726	0.68703258	0.141938612	False	False
CSNK1D	HGNC:2452	0.99577	0.231	0.810106773881939	NA	NA	0.674397302	0.181409872	False	False
KATNB1	HGNC:6217	1.4478e-05	0.609	0.297189627052542	NA	3.568461027	0.453411019	0.454637459	False	True
LAMA1	HGNC:6481	3.2247999999999996e-32	0.621	0.433725303921143	30.0	3.87290981	0.329969746	0.641377422	True	True
MYH11	HGNC:7569	NA	NA	0.958798149342548	0.0	3.549429815	0.547710504	0.221188032	True	False
KAT7	HGNC:17016	0.99999	0.128	0.978862242670332	NA	5.0011826280000005	0.612911383	0.043036187	False	False
SPTBN1	HGNC:11275	1.0	0.088	0.997021148922493	NA	5.645565421000001	0.587755927	0.06325359	False	True
DLGAP3	HGNC:30368	0.99998	0.136	0.941752997822547	NA	4.20456469	0.44614059	0.122991138	False	False
DLG5	HGNC:2904	0.99948	0.262	0.984566700840094	NA	2.40136066	0.37074755	0.158270071	False	False
DKC1	HGNC:2890	0.99916	0.191	NA	1.0	NA	0.54067305	NA	False	True
ZNF217	HGNC:13009	0.99995	0.147	0.992545294732742	NA	2.962134582	0.327460587	0.070893945	False	False
MAP3K7	HGNC:6859	0.99971	0.212	0.923138201983421	NA	0.8026918545	0.594777625	0.116542544	False	False
OSBP	HGNC:8503	0.99855	0.26	0.898682832949136	NA	1.071146301	0.567905527	0.183156229	False	False
EIF2AK3	HGNC:3255	0.0027603	0.445	0.683262845325847	30.0	2.794076632	0.385772964	0.477556585	False	True
SLC20A2	HGNC:10947	NA	NA	0.869794137569272	NA	2.702325415	0.558074301	0.248664223	True	False
BPNT2	HGNC:26019	0.015288	0.839	0.131402577645195	30.0	NA	0.44532921	0.739658041	False	True
ESCO1	HGNC:24645	0.99995	0.17	0.886389212255227	NA	0.8193741489	0.301694138	0.178880863	False	False
DLD	HGNC:2898	0.0095142	0.545	0.621705769142687	NA	-0.6599538762	0.553624737	0.618775853	False	True
ZNF536	HGNC:29025	0.99958	0.218	0.906473879632218	NA	2.888737066	0.432246994	0.068801291	False	False
ADGRB2	HGNC:944	0.99982	0.249	0.859929387197121	NA	NA	0.530878128	0.153347311	False	False
NCOR2	HGNC:7673	1.0	0.169	0.942278571981381	NA	5.059771119	0.418126406	0.18175186	False	False
GRIK3	HGNC:4581	0.99998	0.192	0.930418202192959	NA	3.384493049	0.527714634	0.066289628	False	False
PTGER4	HGNC:9596	0.9755	0.3	0.841387929642746	NA	3.110047963	0.435718492	0.267537979	False	False
CTDP1	HGNC:2498	NA	NA	0.807183580514657	30.0	2.442723631	NA	NA	False	True
CKAP2L	HGNC:26877	0.00015885	0.626	0.206523740246615	NA	2.176944321	0.210482961	0.921047051	False	True
PDE6B	HGNC:8786	2.6155e-27	1.187	0.887794249807447	NA	4.518522367	0.501161907	1.289591833	True	True
PPP1R13B	HGNC:14950	0.99811	0.269	0.992357095575012	NA	4.493696217	0.417144695	0.192303144	False	False
TUBB	HGNC:20778	0.97889	0.292	0.891854266187513	NA	4.41038071	0.807505694	0.098559402	False	False
MPDU1	HGNC:7207	1.0051e-05	1.314	0.228147553535562	NA	NA	0.477097124	1.499531015	False	True
RBM10	HGNC:9896	1.0	0.11	NA	NA	NA	0.553868133	NA	True	True
DSCAM	HGNC:3039	1.0	0.189	0.976693579322956	NA	2.038917978	0.464178617	0.09771648	False	False
HHIP	HGNC:14866	0.95436	0.331	0.844009055175737	NA	2.45195044	0.459147967	0.166500723	False	False
SLC25A15	HGNC:10985	3.7038e-07	1.379	0.282286884549196	NA	2.353638268	0.524170729	1.103782777	False	True
NR2E3	HGNC:7974	NA	NA	NA	NA	NA	NA	NA	True	True
TMC1	HGNC:16513	9.1808e-19	0.975	0.135099794456339	NA	1.92177282	0.55992754	0.889976261	True	False
SP3	HGNC:11208	0.99995	0.146	0.980031296843742	NA	1.80448208	0.476386738	0.072438897	False	False
GABRA1	HGNC:4075	NA	NA	0.639166044397065	1.0	-0.8652047391	NA	0.111383589	False	True
TLE1	HGNC:11837	0.99922	0.239	0.990771891849025	NA	1.7119789	0.580831788	0.21527818	False	False
SYNE1	HGNC:17089	3.1898999999999998e-52	0.423	0.867693408685323	NA	2.929718893	0.287822772	0.38724721	True	True
RSRC1	HGNC:24152	NA	NA	0.272702572812076	NA	NA	NA	NA	False	True
PRPH2	HGNC:9942	0.11554	0.665	0.0650050403070586	NA	3.001098251	NA	0.857069348	False	True
CDC5L	HGNC:1743	1.0	0.129	0.965301442946406	NA	3.04415453	0.561963841	0.031022663	False	False
DAPK1	HGNC:2674	0.99767	0.275	0.971912933173718	NA	2.955727243	NA	0.211268888	False	False
SCRIB	HGNC:30377	0.92926	0.312	0.81899820754297	NA	3.966297279	0.437708401	0.303529815	False	False
PHKA1	HGNC:8925	2.0904e-07	0.547	NA	NA	NA	0.456096792	NA	True	False
YBX2	HGNC:17948	0.99896	0.15	0.895871641722771	NA	3.609057345	0.32876603	0.169926248	False	False
TALDO1	HGNC:11559	2.5234e-06	1.114	0.625191602793582	NA	4.694006115	0.482192543	1.355442429	False	True
HSPA8	HGNC:5241	0.99863	0.201	0.973047107174705	NA	NA	0.747412045	0.264723581	False	False
PTGS2	HGNC:9605	0.99597	0.263	0.814160814362661	NA	1.706098279	0.441795776	0.080004184	False	False
UBE2D2	HGNC:12475	0.96547	0.286	0.829133646545218	NA	2.011561398	NA	0.107354691	False	False
THAP1	HGNC:20856	0.80123	0.489	0.330898196000258	NA	2.01951992	0.531909558	0.590034943	False	True
NRXN1	HGNC:8008	NA	NA	0.885168515872019	3.0	-1.3854955480000002	0.628864983	0.180895045	True	True
ARHGAP29	HGNC:30207	0.99964	0.249	0.925393762664506	NA	2.749274085	0.314317218	0.265716132	True	False
SCN9A	HGNC:10597	NA	NA	0.658069314265529	NA	1.017921598	0.530318589	NA	True	False
NPAS2	HGNC:7895	1.0	0.133	0.863612473058167	NA	5.754255687000001	0.378698003	0.183141723	False	False
CYP4V2	HGNC:23198	2.1975e-10	1.034	0.642052452124088	30.0	4.15203453	0.444354987	1.242633274	False	True
LHX5	HGNC:14216	0.94591	0.348	0.993426335386084	NA	6.705291745	0.584045924	0.255023503	False	False
ARHGEF11	HGNC:14580	1.0	0.215	0.907747042277764	NA	2.68483718	0.356174256	0.24153099	False	False
PLAG1	HGNC:9045	0.99532	0.188	0.904471232467651	NA	3.031149148	0.458792765	0.038120115	False	True
CP	HGNC:2295	4.2013e-10	0.646	0.398777170594736	30.0	2.859533211	0.353727672	0.625093583	True	False
TET1	HGNC:29484	1.0	0.174	0.97067226756384	NA	1.165956388	0.292447586	0.124498093	False	False
TBL1XR1	HGNC:29529	NA	NA	0.998731367234606	3.0	2.083638503	0.692724278	0.0	True	True
SELENON	HGNC:15999	9.7863e-10	1.017	0.20888399094722	NA	NA	NA	1.031848969	True	True
TCP1	HGNC:11655	0.99527	0.255	0.992816210818483	NA	0.7673631337000001	0.611490819	0.215875583	False	False
FKRP	HGNC:17997	9.8362e-06	1.318	0.192128049285732	NA	1.885946467	0.492444834	1.211076776	False	True
DPAGT1	HGNC:2995	NA	NA	0.501289460087267	30.0	1.402126791	0.536270907	1.234503278	True	True
PPP2R5D	HGNC:9312	0.99993	0.175	0.863383930886006	1.0	0.9471157732	0.641852384	0.070989412	False	False
SMPD4	HGNC:32949	NA	NA	0.208736738426479	NA	-0.3710871684	0.39168099	NA	False	True
AHCYL2	HGNC:22204	0.99127	0.29	0.894171890736026	NA	1.124636942	0.592937358	0.296865547	False	False
CORO1C	HGNC:2254	0.99813	0.209	0.851540119700108	NA	3.619543702	0.563070928	0.069654793	False	False
COL4A1	HGNC:2202	1.0	0.128	0.993067671910883	NA	4.080098744	0.426378275	0.066451165	True	False
TYRP1	HGNC:12450	6.557000000000001e-25	1.889	0.160951535284116	30.0	2.459114361	0.391813094	2.344294684	False	True
SCAF11	HGNC:10784	1.0	0.193	0.97756043749701	NA	2.195594236	0.257491617	0.247723661	False	False
BRF1	HGNC:11551	NA	NA	0.372080059593803	NA	6.851473485	0.458088904	0.866388543	True	True
NDP	HGNC:7678	NA	NA	NA	3.0	NA	NA	NA	False	True
OCLN	HGNC:8104	NA	NA	0.299392605753667	30.0	2.257863049	0.361877437	0.874670256	True	True
MYBPC1	HGNC:7549	NA	NA	0.684577245674649	NA	3.025761666	0.498704621	0.311250557	False	True
RUVBL1	HGNC:10474	0.99902	0.194	0.93570822613212	NA	2.740626601	0.707834346	0.069718004	False	False
NODAL	HGNC:7865	0.97028	0.31	0.768818903885834	1.0	1.212991169	0.360353707	0.364267514	False	True
SCN8A	HGNC:10596	NA	NA	0.990448693331442	NA	3.162788758	0.661250173	NA	True	False
EEF2	HGNC:3214	0.99995	0.172	0.930859471551443	NA	1.567504421	0.742765855	0.043748253	False	False
NF1	HGNC:7765	0.90175	0.29	0.995928774081268	3.0	1.241163087	0.581063227	0.231230763	True	True
STAT1	HGNC:11362	0.99999	0.187	0.974452896704824	0.0	5.606817625	0.545684421	0.18445146	False	False
CSTB	HGNC:2482	0.0065562	1.854	0.326909632282189	30.0	4.557677402	0.298042656	2.476078091	True	True
TMEM108	HGNC:28451	0.99555	0.187	0.687661729488906	NA	2.597526389	0.287884193	0.205620314	False	False
BTD	HGNC:1122	NA	NA	0.569902436987501	30.0	2.415485751	NA	NA	False	True
NTNG2	HGNC:14288	0.99866	0.201	0.988596063242574	NA	7.192051255	0.554537569	0.326831027	False	True
KARS1	HGNC:6215	NA	NA	0.837957691758825	30.0	-0.315188714	0.544990534	0.97029288	False	True
SF3B3	HGNC:10770	1.0	0.178	0.996794281062422	NA	0.8090526008	0.688106859	0.111772867	False	False
RAD23B	HGNC:9813	0.9963	0.227	0.980945910151676	NA	6.415764822000001	0.534975223	0.04217575	False	False
ASH2L	HGNC:744	0.99968	0.213	0.932213755639307	NA	3.541361105	0.59149369	0.141663772	False	False
GTPBP4	HGNC:21535	1.0	0.08	0.984170959812472	NA	NA	0.526677783	0.042868823	False	False
PDS5A	HGNC:29088	1.0	0.196	0.988577252585583	NA	2.886975666	0.610916964	0.110636058	False	False
TRAF2	HGNC:12032	0.99979	0.123	0.684478287422726	NA	2.409869192	0.47177961	0.101237682	False	False
MKKS	HGNC:7108	2.1265e-09	1.285	0.654000756157235	30.0	3.614737101	0.252149082	1.183864383	False	True
NUMBL	HGNC:8061	0.99902	0.218	0.771805545562768	NA	1.821614529	0.482629906	0.305594867	False	False
NUP153	HGNC:8062	1.0	0.174	0.994343692255139	NA	4.287142807	0.272054595	0.089819415	False	False
AHDC1	HGNC:25230	NA	NA	0.915849711632535	3.0	5.433951249	NA	NA	False	True
TDP2	HGNC:17768	1.134e-08	1.134	0.548818914945425	NA	3.801302157	0.387373528	1.281004025	True	False
CNGB3	HGNC:2153	7.772300000000001e-19	1.018	0.0597795852953127	NA	NA	0.329600967	1.062770054	True	True
FAF1	HGNC:3578	0.99895	0.251	0.947401234816316	NA	3.546568606	0.509334328	0.163475647	False	False
MAFB	HGNC:6408	0.90304	0.397	0.935869362547059	0.0	4.667424429	0.547858699	NA	False	True
SCFD1	HGNC:20726	0.99962	0.236	0.700248139910381	NA	1.285160133	0.58084923	0.161183125	False	False
CDH23	HGNC:13733	NA	NA	0.601320608024298	30.0	4.183970789	0.429077197	0.542342242	True	True
NRG2	HGNC:7998	0.99925	0.213	0.96857876026	NA	4.502578922	0.489200097	0.197284048	False	False
ONECUT1	HGNC:8138	0.52333	0.592	0.867084191376939	NA	1.392236096	0.521476516	0.263470064	False	True
MEOX1	HGNC:7013	0.00019076	1.268	0.364448284768262	NA	2.059591286	0.323685409	0.943527072	False	True
IFT172	HGNC:30391	3.2682e-33	0.755	0.404936061236405	NA	3.474804016	0.42099333	0.804503621	True	True
CYLD	HGNC:2584	0.99993	0.204	0.985630428603725	3.0	3.2381370460000003	0.534910817	0.095744525	False	True
LRRC4	HGNC:15586	0.99787	0.166	0.873175623551521	NA	4.495212645	0.48589612	0.1372513	False	False
MCM3AP	HGNC:6946	NA	NA	0.880855981084212	NA	1.063388305	0.30367598	0.662194042	True	False
APOA1	HGNC:600	0.00054909	1.338	0.3356038268693	NA	3.136098194	0.412006482	0.849516074	False	True
MAPK8IP1	HGNC:6882	0.99983	0.163	0.77177858711827	NA	3.449986267	0.470735461	0.14898599	False	False
EVC	HGNC:3497	NA	NA	0.666029361089837	NA	6.500094164	0.240333231	1.154535397	True	True
C19orf12	HGNC:25443	NA	NA	0.296718485370604	30.0	3.024918582	0.374604954	1.431434644	False	True
RBP3	HGNC:9921	NA	NA	0.181451309775184	30.0	3.147961936	NA	NA	False	True
HSD3B7	HGNC:18324	2.694e-08	1.332	0.170328388566382	30.0	3.183729334	0.435655739	1.365552772	False	True
BMPR1A	HGNC:1076	0.90333	0.355	0.934932693508249	3.0	2.427586515	NA	0.156447216	True	True
RASGRP1	HGNC:9878	0.96554	0.318	0.879171854782142	NA	3.5345245060000003	NA	0.405560672	False	False
KIAA1549	HGNC:22219	0.98607	0.295	0.908592194206685	NA	3.484768264	0.288486294	0.27420458	False	False
PCCB	HGNC:8654	NA	NA	0.495310863319356	NA	0.6523495475	0.559423549	1.17056289	False	True
SON	HGNC:11183	1.0	0.118	0.995381560730379	3.0	1.392456005	0.485100673	0.114157416	False	True
KLHL3	HGNC:6354	0.94479	0.337	0.897705966785168	NA	3.313316339	0.607633315	0.164326674	False	False
HS2ST1	HGNC:5193	0.54475	0.465	0.453821582359278	NA	1.039222853	0.588840961	0.367874624	False	True
RLF	HGNC:10025	1.0	0.04	0.988119537929302	NA	3.926955095	0.42110733	0.017483228	False	False
TRIOBP	HGNC:17009	NA	NA	0.349980570078169	30.0	3.510498864	NA	NA	True	False
CTNS	HGNC:2518	NA	NA	0.276660761370703	30.0	2.520918214	0.384663373	1.111078404	False	True
MCEE	HGNC:16732	0.026913	1.344	0.340224729932507	30.0	1.25729536	0.410887149	1.303493822	False	True
TRPV6	HGNC:14006	6.1719e-07	0.666	0.822790021519535	NA	4.214500827	0.347170893	0.678040956	False	True
TUBA1A	HGNC:20766	0.96654	0.317	0.672702943184443	0.0	2.10554779	0.820553875	0.049836327	False	False
ARIH2	HGNC:690	0.99374	0.283	0.749503763827182	NA	1.43207382	0.600097309	0.192146353	False	False
PARN	HGNC:8609	0.00037303	0.519	0.874452912223813	NA	2.57867058	0.462804791	0.41689565	False	True
PHF2	HGNC:8920	1.0	0.177	0.885835428893568	1.0	3.883443023	0.474401508	0.211567386	False	False
PITX1	HGNC:9004	0.88244	0.418	0.978111759867264	NA	3.494831151	0.494318327	0.226735512	False	True
RCBTB1	HGNC:18243	1.5605e-06	0.794	0.0500418598765988	NA	2.5706286780000003	0.556991954	0.807378522	False	True
SPINK5	HGNC:15464	NA	NA	0.46738210854527	30.0	2.434684114	0.33363347	0.945912399	True	True
SLC16A2	HGNC:10923	0.98828	0.223	NA	3.0	NA	0.442712601	NA	True	True
PTPRF	HGNC:9670	1.0	0.187	0.955424259381253	NA	5.176953743	0.518793161	0.166162318	False	False
CFAP298	HGNC:1301	1.1187e-06	1.058	0.562244977132933	NA	NA	0.441528418	1.294854954	False	True
FANCL	HGNC:20748	NA	NA	0.775182599617107	NA	3.664658158	0.346234617	1.747341951	True	True
KDM2A	HGNC:13606	1.0	0.045	0.994198661877178	NA	4.21748033	0.574830091	0.0	False	False
WDR26	HGNC:21208	1.0	0.085	0.997603904415579	3.0	3.5556674260000003	NA	0.029944852	True	True
MAPK8IP3	HGNC:6884	NA	NA	0.928263562581579	NA	4.072587962	0.522080192	NA	False	True
TMIE	HGNC:30800	NA	NA	0.0937019247221905	NA	3.599233555	NA	NA	True	False
TCOF1	HGNC:11654	NA	NA	0.864718929087855	3.0	3.302463527	0.2229615	NA	True	True
SPTA1	HGNC:11272	NA	NA	0.111176353904013	NA	1.090484232	NA	NA	True	False
PCNX1	HGNC:19740	1.0	0.227	0.955127633571867	NA	NA	0.463836628	0.198140407	False	False
SACS	HGNC:10519	NA	NA	0.680319995770767	30.0	2.90008753	0.461541379	0.622184289	False	True
TSC1	HGNC:12362	1.0	0.118	0.996391697863837	3.0	3.716617859	NA	0.103500043	True	True
CTDSP1	HGNC:21614	0.99254	0.204	0.705424565652511	NA	2.4442363940000003	0.599181899	0.126377404	False	False
POMGNT1	HGNC:19139	NA	NA	0.314070626017574	NA	3.046734129	0.539056624	1.021602081	True	True
SMS	HGNC:11123	0.97297	0.305	NA	3.0	NA	0.48147571	NA	False	True
LMOD3	HGNC:6649	1.5519e-07	1.138	0.261958332516272	NA	1.066348974	0.373091637	1.562002427	False	True
FANCB	HGNC:3583	NA	NA	NA	3.0	NA	0.217425105	NA	False	True
RSPO4	HGNC:16175	8.5962e-08	1.593	0.773835702513136	30.0	4.487927347	0.38663479	1.764228175	True	True
FZD5	HGNC:4043	0.98255	0.283	0.960584822719181	NA	3.2403897610000003	0.548972525	0.330876362	False	False
